qseqid,sample,pair_status,abundance,f_targets,r_targets,f_target_id,r_target_id,expected_sources,read_best_source_id,read_pident,read_length,mismatch,evalue,read_bitscore,qlen,matches_expected,read_coverage,classification
M03520:605:000000000-LVNKY:1:2105:18385:25300,as7-3,matched_pair,1,RH.E04EE94198274F7Z0Z,RH.E04EE94198274F7Z0Z,RH.E04EE94198274F7Z0Z,RH.E04EE94198274F7Z0Z,A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,A00405_539_HLLNCDSX3_4_2307_13196_28291_1_273_+_08c022a9cdf0c7266ffcd5bb231ae69a,97.351,151,4,3.99e-71,257,151,FALSE,1,Matches a DIFFERENT target -- LEGITIMATE promiscuity signal (high identity + coverage)
M03520:605:000000000-LVNKY:1:2105:20422:23647,as7-2,chimera,1,RH.3C4181E04665462Z0Z,RH.B9EF730EBE6C436Z0Z,RH.3C4181E04665462Z0Z,RH.B9EF730EBE6C436Z0Z,A00405_539_HLLNCDSX3_4_2341_27814_36793_1_290_-_85d9147d27dd7f524cde8abec7878ee0; A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,97.436,39,1,7.22e-14,67.6,151,TRUE,0.258278145695364,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2105:20761:10836,sd3-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2105:21023:19839,as10-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2105:23105:8641,as25-1,matched_pair,1,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,98.261,115,1,6.82e-54,200,151,TRUE,0.76158940397351,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2105:25963:19852,as20-2,matched_pair,1,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c,A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c,96,125,5,5.27e-55,204,151,TRUE,0.827814569536424,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2105:29267:17096,as10-2,matched_pair,1,RH.DC4B788FBB14440Z0Z,RH.DC4B788FBB14440Z0Z,RH.DC4B788FBB14440Z0Z,RH.DC4B788FBB14440Z0Z,A00405_539_HLLNCDSX3_4_1434_25970_15123_1_277_-_22da4f7dd50ed0d4d5b7fedbea270f42,A00405_539_HLLNCDSX3_4_1434_25970_15123_1_277_-_22da4f7dd50ed0d4d5b7fedbea270f42,98.361,122,2,2.44e-58,215,151,TRUE,0.80794701986755,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2106:14822:25043,as20-2,matched_pair,1,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f,A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f,98.649,148,2,8.58e-73,263,151,TRUE,0.980132450331126,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2106:14934:24756,as25-2,chimera,1,RH.AD51C83F68EC43DZ0Z,RH.472FFF3FDAC74C3Z0Z,RH.AD51C83F68EC43DZ0Z,RH.472FFF3FDAC74C3Z0Z,A00405_539_HLLNCDSX3_4_2230_8576_25801_1_211_+_ad6f47d1591ae38712e5f64fe960145a; A00405_539_HLLNCDSX3_4_1446_18982_4773_1_206_+_03c1919925d5f54a37235f03699e4e1e,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2106:17553:12655,sd10-3,matched_pair,2,RH.0096A141894D447Z0Z,RH.0096A141894D447Z0Z,RH.0096A141894D447Z0Z,RH.0096A141894D447Z0Z,A00405_539_HLLNCDSX3_4_1256_26341_12446_1_294_+_88ec1e8930915f6fd0f1d06309f6b07b,A00405_539_HLLNCDSX3_4_1256_26341_12446_1_294_+_88ec1e8930915f6fd0f1d06309f6b07b,96.026,151,6,8.64e-68,246,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2106:19640:6668,as7-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2106:28534:10466,as25-3,matched_pair,1,RH.2A85EAE5DEAD471Z0Z,RH.2A85EAE5DEAD471Z0Z,RH.2A85EAE5DEAD471Z0Z,RH.2A85EAE5DEAD471Z0Z,A00405_539_HLLNCDSX3_4_1451_30409_6715_1_231_+_018312b314ec0e3d7060fd278ef283f4,A00405_539_HLLNCDSX3_4_1451_30409_6715_1_231_+_018312b314ec0e3d7060fd278ef283f4,99.18,122,1,5.24e-60,220,151,TRUE,0.80794701986755,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2106:3787:8477,as25-3,matched_pair,1,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,99.174,121,1,1.88e-59,219,151,TRUE,0.801324503311258,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2106:6909:12901,as25-2,matched_pair,1,RH.2A85EAE5DEAD471Z0Z,RH.2A85EAE5DEAD471Z0Z,RH.2A85EAE5DEAD471Z0Z,RH.2A85EAE5DEAD471Z0Z,A00405_539_HLLNCDSX3_4_1451_30409_6715_1_231_+_018312b314ec0e3d7060fd278ef283f4,A00405_539_HLLNCDSX3_4_1451_30409_6715_1_231_+_018312b314ec0e3d7060fd278ef283f4,98.361,122,2,2.44e-58,215,151,TRUE,0.80794701986755,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2106:8929:22688,sd25-2,chimera,3,RH.27578A9A85FA4A3Z0Z,RH.A0CAD38B29E24F8Z0Z,RH.27578A9A85FA4A3Z0Z,RH.A0CAD38B29E24F8Z0Z,A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6; A00405_539_HLLNCDSX3_4_1234_2320_12367_1_293_+_110acef9f59b8ef92f72122480f7b94b,A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,100,131,0,1.12e-66,243,151,TRUE,0.867549668874172,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2106:9535:22382,sd7-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2107:10542:19847,sd7-1,matched_pair,1,RH.2091F326F74640CZ0Z,RH.2091F326F74640CZ0Z,RH.2091F326F74640CZ0Z,RH.2091F326F74640CZ0Z,A00405_539_HLLNCDSX3_4_2236_24614_29841_1_293_+_04ca48409a1ee33b09ee3f0431a9bece,A00405_539_HLLNCDSX3_4_2236_24614_29841_1_293_+_04ca48409a1ee33b09ee3f0431a9bece,99.338,151,1,3.96e-76,274,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2107:11925:13504,sd7-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2107:14957:4192,as10-1,matched_pair,2,RH.B5A2E3C1CC8E44AZ0Z,RH.B5A2E3C1CC8E44AZ0Z,RH.B5A2E3C1CC8E44AZ0Z,RH.B5A2E3C1CC8E44AZ0Z,A00405_539_HLLNCDSX3_4_1552_13096_18098_1_254_-_5182f127b2cf4a4a6a0d11e3cd53ecdb,A00405_539_HLLNCDSX3_4_1552_13096_18098_1_254_-_5182f127b2cf4a4a6a0d11e3cd53ecdb,99.286,140,1,5.16e-70,254,151,TRUE,0.927152317880795,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2107:20795:11651,as3-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2107:25646:9426,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2107:26103:11180,sd10-2,matched_pair,1,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,RH.0550AF0F57084ADZ0Z,A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,A00405_539_HLLNCDSX3_4_2375_18032_36793_1_294_+_5a260901400c54ea43f4ad67a663e52d,99.265,136,1,8.64e-68,246,151,TRUE,0.900662251655629,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2107:9732:25978,sd25-2,matched_pair,1,RH.6572108A164E48EZ0Z,RH.6572108A164E48EZ0Z,RH.6572108A164E48EZ0Z,RH.6572108A164E48EZ0Z,A00405_539_HLLNCDSX3_4_2170_22381_8938_1_289_-_5eaf02e2ec49222f3f23b439151ed5af,A00405_539_HLLNCDSX3_4_2170_22381_8938_1_289_-_5eaf02e2ec49222f3f23b439151ed5af,98.319,119,2,1.13e-56,209,151,TRUE,0.788079470198676,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2108:10840:7848,sd25-3,matched_pair,1,RH.2091F326F74640CZ0Z,RH.2091F326F74640CZ0Z,RH.2091F326F74640CZ0Z,RH.2091F326F74640CZ0Z,A00405_539_HLLNCDSX3_4_2236_24614_29841_1_293_+_04ca48409a1ee33b09ee3f0431a9bece,A00405_539_HLLNCDSX3_4_2236_24614_29841_1_293_+_04ca48409a1ee33b09ee3f0431a9bece,98.675,151,2,1.84e-74,268,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2108:15672:28693,as15-1,matched_pair,1,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c,A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c,89.344,122,13,5.39e-40,154,151,TRUE,0.80794701986755,Matches own primer's target but LOW identity (divergent variant)
M03520:605:000000000-LVNKY:1:2108:17060:21665,as10-1,matched_pair,1,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,95.69,116,5,5.31e-50,187,151,TRUE,0.768211920529801,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2108:17703:15048,as25-2,matched_pair,1,RH.2FAAAF0B6CBD407Z0Z,RH.2FAAAF0B6CBD407Z0Z,RH.2FAAAF0B6CBD407Z0Z,RH.2FAAAF0B6CBD407Z0Z,A00405_539_HLLNCDSX3_4_2457_26865_7560_1_239_-_cd41f267425258d99b916bd8a3f65d63,A00405_539_HLLNCDSX3_4_2457_26865_7560_1_239_-_cd41f267425258d99b916bd8a3f65d63,97.692,130,3,4.05e-61,224,151,TRUE,0.860927152317881,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2108:22748:14220,as7-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2108:24911:20038,sd7-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2108:2724:18450,as7-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2108:7701:18417,as20-2,matched_pair,1,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f,A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f,98.649,148,2,8.58e-73,263,151,TRUE,0.980132450331126,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2109:11691:12216,sd25-1,matched_pair,1,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,96.396,111,4,6.87e-49,183,151,TRUE,0.735099337748344,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2109:12688:26507,sd10-1,matched_pair,1,RH.0BD19D1A26A74EBZ0Z,RH.0BD19D1A26A74EBZ0Z,RH.0BD19D1A26A74EBZ0Z,RH.0BD19D1A26A74EBZ0Z,A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,99.083,109,1,8.83e-53,196,151,TRUE,0.721854304635762,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2109:13244:13547,sd30-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2109:13532:14757,as25-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2109:14104:26939,as3-3,matched_pair,1,RH.78B83B8D6A224B1Z0Z,RH.78B83B8D6A224B1Z0Z,RH.78B83B8D6A224B1Z0Z,RH.78B83B8D6A224B1Z0Z,A00405_539_HLLNCDSX3_4_1104_22073_24408_1_293_+_4914a7ba4a2d99ed42b81efb3a62da2b,A00405_539_HLLNCDSX3_4_1104_22073_24408_1_293_+_4914a7ba4a2d99ed42b81efb3a62da2b,91.912,136,11,4.11e-51,191,151,TRUE,0.900662251655629,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2109:16677:16753,sd25-1,matched_pair,1,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,92.715,151,11,1.88e-59,219,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2109:17656:19023,as15-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2109:18797:11051,as25-3,matched_pair,1,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,96.552,116,4,1.14e-51,193,151,TRUE,0.768211920529801,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2109:21980:10858,as3-1,matched_pair,1,RH.8B25A056ABC1444Z0Z,RH.8B25A056ABC1444Z0Z,RH.8B25A056ABC1444Z0Z,RH.8B25A056ABC1444Z0Z,A00405_539_HLLNCDSX3_4_2316_28330_6527_1_279_+_d0519282208358367ba6d805c3abc895,A00405_539_HLLNCDSX3_4_2316_28330_6527_1_279_+_d0519282208358367ba6d805c3abc895,98.675,151,2,1.84e-74,268,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2109:23736:22435,sd10-1,matched_pair,1,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,99.18,122,1,5.24e-60,220,151,TRUE,0.80794701986755,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2109:24477:10373,as3-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2109:26577:21125,as3-1,matched_pair,1,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,RH.7CE39E25906745AZ0Z,A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c,A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c,98.4,125,2,5.24e-60,220,151,TRUE,0.827814569536424,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2110:15015:15832,sd7-1,matched_pair,1,RH.9CE451C90696466Z0Z,RH.9CE451C90696466Z0Z,RH.9CE451C90696466Z0Z,RH.9CE451C90696466Z0Z,A00405_539_HLLNCDSX3_4_1375_12608_23015_1_286_+_4c40774dc4fd3de664d8acc8a812a323,A00405_539_HLLNCDSX3_4_1375_12608_23015_1_286_+_4c40774dc4fd3de664d8acc8a812a323,98.305,118,2,4.08e-56,207,151,TRUE,0.781456953642384,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2110:15211:14610,as3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2110:17369:16907,as20-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2110:22030:14600,as3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2110:23470:5972,as7-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.85A5303CAAF54ADZ0Z; RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.85A5303CAAF54ADZ0Z|RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba; A00405_539_HLLNCDSX3_4_1154_13485_33489_5_274_-_d073362756742bb4412cb50ca2f1f2c4,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2110:27628:14652,as15-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2110:5286:21306,sd3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2110:6574:23408,as15-1,matched_pair,1,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f,A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f,98.649,148,2,8.58e-73,263,151,TRUE,0.980132450331126,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2110:6721:8921,sd20-1,matched_pair,1,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,99.13,115,1,4.08e-56,207,151,TRUE,0.76158940397351,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2110:8581:12392,as20-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2111:19044:22550,as15-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
